0.55,Very Good,D,1799
0.6,Premium,D,1799
0.55,Very Good,D,1796
0.47,Very Good,D,1795
0.5,Good,D,1795
0.51,Very Good,D,1793
0.59,Ideal,D,1793
0.5,Fair,D,1792
0.5,Ideal,D,1792
0.51,Ideal,D,1787
0.51,Premium,D,1787
0.51,Very Good,D,1787
0.54,Ideal,D,1786
0.54,Premium,D,1786
0.54,Very Good,D,1786
0.58,Very Good,D,1785
0.53,Ideal,D,1783
0.53,Premium,D,1783
0.59,Ideal,D,1783
0.51,Ideal,D,1779
0.63,Ideal,D,1779
0.46,Very Good,D,1778
0.56,Very Good,D,1777
0.6,Very Good,D,1777
0.62,Premium,D,1777
0.53,Good,D,1775
0.57,Premium,D,1775
0.52,Ideal,D,1774
0.52,Premium,D,1774
0.6,Ideal,D,1774
0.59,Very Good,D,1771
0.54,Premium,D,1770
0.7,Fair,D,1770
0.51,Ideal,D,1769
0.55,Ideal,D,1768
0.51,Ideal,D,1767
0.54,Good,D,1767
0.37,Ideal,D,1764
0.5,Ideal,D,1764
0.54,Ideal,D,1763
0.61,Good,D,1759
0.5,Good,D,1758
0.5,Premium,D,1758
0.5,Very Good,D,1758
0.71,Very Good,D,1758
0.51,Very Good,D,1756
0.55,Ideal,D,1755
0.55,Very Good,D,1755
0.4,Ideal,D,1754
0.43,Ideal,D,1754
0.57,Ideal,D,1754
0.57,Very Good,D,1754
0.53,Ideal,D,1753
0.53,Premium,D,1753
0.56,Ideal,D,1753
0.5,Ideal,D,1752
0.5,Premium,D,1752
0.5,Very Good,D,1752
0.51,Ideal,D,1752
0.52,Ideal,D,1752
0.61,Ideal,D,1752
0.64,Premium,D,1751
0.5,Very Good,D,1750
0.58,Very Good,D,1750
0.6,Very Good,D,1750
0.52,Premium,D,1749
0.52,Very Good,D,1749
0.57,Very Good,D,1748
0.56,Very Good,D,1746
0.56,Ideal,D,1745
0.48,Good,D,1743
0.59,Ideal,D,1743
0.59,Very Good,D,1743
0.51,Ideal,D,1740
0.49,Good,D,1738
0.58,Ideal,D,1737
0.45,Premium,D,1736
0.53,Good,D,1734
0.53,Premium,D,1734
0.73,Premium,D,1730
0.56,Ideal,D,1729
0.55,Premium,D,1728
0.54,Ideal,D,1725
0.53,Very Good,D,1724
0.56,Ideal,D,1723
0.56,Premium,D,1723
0.56,Very Good,D,1723
0.51,Very Good,D,1722
0.53,Ideal,D,1722
0.52,Ideal,D,1720
0.52,Premium,D,1720
0.54,Premium,D,1720
0.58,Very Good,D,1720
0.36,Ideal,D,1718
0.57,Ideal,D,1718
0.51,Ideal,D,1716
0.51,Premium,D,1716
0.51,Very Good,D,1716
0.5,Very Good,D,1715
0.54,Ideal,D,1715
0.54,Premium,D,1715
0.71,Very Good,D,1715
0.5,Ideal,D,1712
0.5,Very Good,D,1712
0.5,Good,D,1708
0.56,Ideal,D,1708
0.52,Ideal,D,1707
0.53,Ideal,D,1706
0.53,Ideal,D,1704
0.5,Very Good,D,1703
0.5,Good,D,1701
0.52,Good,D,1701
0.52,Ideal,D,1701
0.52,Very Good,D,1701
0.62,Very Good,D,1700
0.55,Premium,D,1698
0.6,Ideal,D,1698
0.7,Fair,D,1696
0.53,Ideal,D,1694
0.59,Good,D,1694
0.59,Ideal,D,1694
0.4,Ideal,D,1693
0.55,Ideal,D,1692
0.55,Premium,D,1692
0.55,Very Good,D,1692
0.5,Ideal,D,1690
0.61,Ideal,D,1690
0.52,Ideal,D,1689
0.5,Very Good,D,1688
0.51,Ideal,D,1687
0.51,Premium,D,1687
0.57,Ideal,D,1684
0.59,Ideal,D,1684
0.5,Premium,D,1683
0.53,Ideal,D,1683
0.5,Very Good,D,1682
0.53,Very Good,D,1682
0.52,Ideal,D,1679
0.5,Ideal,D,1678
0.51,Ideal,D,1678
0.51,Very Good,D,1678
0.52,Ideal,D,1677
0.56,Ideal,D,1677
0.51,Ideal,D,1674
0.55,Ideal,D,1673
0.35,Ideal,D,1672
0.54,Ideal,D,1672
0.5,Very Good,D,1671
0.59,Ideal,D,1671
0.51,Fair,D,1668
0.51,Good,D,1668
0.51,Very Good,D,1668
0.54,Premium,D,1667
0.54,Very Good,D,1667
0.4,Ideal,D,1665
0.51,Good,D,1665
0.52,Ideal,D,1664
0.52,Very Good,D,1664
0.56,Ideal,D,1664
0.67,Good,D,1664
0.54,Ideal,D,1662
0.54,Premium,D,1662
0.54,Very Good,D,1662
0.51,Ideal,D,1660
0.43,Ideal,D,1659
0.43,Premium,D,1659
0.53,Ideal,D,1659
0.51,Very Good,D,1658
0.5,Good,D,1657
0.6,Very Good,D,1657
0.5,Ideal,D,1654
0.5,Premium,D,1654
0.5,Ideal,D,1653
0.52,Ideal,D,1651
0.52,Premium,D,1651
0.57,Very Good,D,1651
0.77,Fair,D,1651
0.54,Ideal,D,1650
0.54,Premium,D,1650
0.54,Very Good,D,1650
0.5,Ideal,D,1646
0.5,Very Good,D,1646
0.59,Ideal,D,1646
0.55,Ideal,D,1645
0.51,Ideal,D,1644
0.54,Good,D,1644
0.51,Premium,D,1642
0.4,Ideal,D,1637
0.46,Ideal,D,1637
0.53,Good,D,1636
0.53,Very Good,D,1636
0.5,Good,D,1635
0.5,Ideal,D,1635
0.5,Very Good,D,1635
0.51,Ideal,D,1633
0.51,Very Good,D,1633
0.5,Very Good,D,1632
0.53,Ideal,D,1631
0.53,Premium,D,1631
0.53,Very Good,D,1631
0.52,Ideal,D,1629
0.64,Very Good,D,1629
0.5,Ideal,D,1628
0.5,Very Good,D,1628
0.5,Very Good,D,1627
0.54,Premium,D,1627
0.53,Good,D,1625
0.5,Ideal,D,1623
0.51,Ideal,D,1623
0.61,Very Good,D,1622
0.42,Ideal,D,1621
0.53,Ideal,D,1621
0.59,Very Good,D,1621
0.51,Ideal,D,1619
0.51,Premium,D,1619
0.52,Premium,D,1619
0.54,Good,D,1619
0.47,Ideal,D,1617
0.51,Very Good,D,1616
0.5,Premium,D,1614
0.61,Premium,D,1614
0.5,Ideal,D,1612
0.55,Ideal,D,1611
0.5,Ideal,D,1610
0.5,Premium,D,1610
0.53,Ideal,D,1610
0.56,Ideal,D,1608
0.54,Ideal,D,1607
0.58,Ideal,D,1607
0.52,Good,D,1605
0.52,Ideal,D,1605
0.52,Premium,D,1605
