0.45,Fair,F,1102
0.29,Very Good,D,737
0.41,Ideal,E,1381
0.5,Premium,F,1172
0.57,Premium,F,1754
0.53,Premium,H,1412
0.44,Ideal,G,1378
0.25,Premium,F,576
0.47,Ideal,E,1721
0.51,Premium,G,1443
0.59,Premium,E,1229
0.5,Premium,D,1593
0.33,Premium,F,705
0.4,Good,D,798
0.39,Ideal,I,865
0.52,Ideal,E,1712
0.52,Ideal,E,1713
0.38,Very Good,D,1225
0.3,Ideal,H,501
0.36,Very Good,D,619
0.3,Ideal,H,503
0.57,Premium,F,1760
0.34,Premium,G,1122
0.52,Good,G,1754
0.3,Very Good,E,1006
0.3,Premium,D,848
0.4,Premium,G,900
0.42,Ideal,I,862
0.3,Ideal,H,507
0.42,Ideal,J,663
0.42,Ideal,J,664
0.54,Premium,D,1595
0.42,Ideal,I,865
0.38,Good,I,886
0.31,Ideal,F,1122
0.36,Premium,F,576
0.51,Good,D,1549
0.51,Ideal,G,1632
0.53,Premium,H,1428
0.51,Ideal,G,1634
0.55,Ideal,G,1715
0.3,Good,J,351
0.3,Good,I,552
0.52,Ideal,E,1726
0.52,Very Good,F,1354
0.3,Good,G,956
0.3,Premium,D,851
0.37,Ideal,E,1082
0.29,Very Good,E,555
0.43,Very Good,G,817
0.37,Ideal,E,1087
0.3,Premium,E,658
0.37,Very Good,H,746
0.3,Ideal,H,514
0.44,Premium,G,990
0.42,Ideal,J,673
0.58,Fair,G,1701
0.29,Good,F,504
0.51,Premium,I,984
0.46,Ideal,G,1654
0.32,Ideal,D,803
0.32,Ideal,D,804
0.4,Premium,G,917
0.36,Premium,E,789
0.52,Premium,F,1600
0.32,Ideal,E,608
0.32,Ideal,D,808
0.32,Ideal,D,809
0.39,Ideal,J,687
0.33,Premium,E,928
0.52,Premium,F,1605
0.52,Ideal,G,1319
0.5,Ideal,D,1610
0.61,Ideal,E,1800
0.53,Ideal,E,1408
0.52,Ideal,E,1737
0.29,Ideal,E,619
0.5,Ideal,D,1612
0.3,Good,J,368
0.3,Ideal,G,720
0.7,Very Good,J,1735
0.38,Premium,E,1000
0.42,Ideal,J,680
0.3,Very Good,E,1026
0.37,Very Good,G,957
0.3,Ideal,H,526
0.31,Ideal,F,1140
0.32,Ideal,E,612
0.48,Premium,E,1005
0.42,Ideal,I,884
0.58,Ideal,F,1279
0.32,Ideal,D,814
0.51,Ideal,G,1652
0.56,Very Good,I,1580
0.54,Ideal,I,1647
0.52,Ideal,G,1325
0.39,Ideal,I,895
0.52,Ideal,E,1742
0.32,Good,H,403
0.41,Very Good,D,991
0.32,Good,G,603
0.52,Ideal,E,1743
0.51,Ideal,G,1656
0.53,Ideal,E,1415
0.5,Ideal,F,1203
0.41,Very Good,D,995
0.5,Ideal,D,1623
0.3,Good,H,776
0.34,Fair,F,816
0.41,Good,H,917
0.35,Very Good,D,644
0.5,Ideal,D,1628
0.47,Good,I,1093
0.3,Premium,E,675
0.41,Premium,I,1061
0.3,Ideal,G,734
0.24,Good,F,471
0.51,Good,D,1574
0.3,Ideal,G,735
0.4,Premium,H,731
0.3,Ideal,G,737
0.55,Ideal,I,1320
0.3,Ideal,H,539
0.33,Premium,F,740
0.31,Ideal,F,1155
0.24,Ideal,I,432
0.51,Ideal,G,1660
0.55,Ideal,I,1327
0.51,Ideal,G,1662
0.32,Ideal,D,828
0.44,Good,F,756
0.56,Ideal,G,1417
0.34,Ideal,G,507
0.52,Ideal,G,1338
0.4,Ideal,H,1125
0.51,Ideal,G,1668
0.58,Very Good,E,1377
0.5,Ideal,D,1635
0.44,Very Good,E,1158
0.3,Ideal,H,540
0.43,Very Good,G,844
0.3,Very Good,I,608
0.37,Very Good,H,774
0.3,Ideal,H,542
0.3,Ideal,H,545
0.3,Ideal,I,348
0.3,Ideal,G,747
0.3,Ideal,F,947
0.41,Premium,H,961
0.33,Premium,E,950
0.32,Ideal,D,834
0.32,Ideal,E,637
0.55,Ideal,G,1752
0.34,Ideal,F,712
0.32,Ideal,E,639
0.52,Ideal,E,1760
0.31,Ideal,F,1168
0.33,Premium,G,557
0.52,Ideal,G,1346
0.54,Ideal,I,1669
0.34,Ideal,G,517
0.53,Ideal,E,1435
0.52,Premium,H,1219
0.3,Good,J,394
0.27,Premium,H,623
0.53,Ideal,E,1438
0.52,Ideal,E,1767
0.32,Good,G,628
0.48,Very Good,F,1311
0.32,Good,F,828
